video_filepath,frame_number,feature,x,y,z,visibility
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_0,910,2137,-0.003153122030198574,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_1,890,2135,-0.006469939835369587,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_2,813,2802,0.023446423932909966,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_3,979,2505,0.05676447972655296,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_4,774,3108,0.05362984538078308,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_5,837,3024,0.07428356260061264,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_6,868,2969,0.08608560264110565,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_7,871,2119,-0.007942321710288525,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_8,854,2097,-0.0072782570496201515,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_9,843,2085,-0.005800005979835987,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_10,993,2013,0.019412584602832794,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_11,861,2026,-0.012151876464486122,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,eyes_right_12,882,2008,-0.013600652106106281,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_0,764,2575,-0.05734054744243622,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_1,759,2600,-0.024095309898257256,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_2,752,2327,-0.053999047726392746,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_3,766,2515,-0.06406861543655396,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_4,769,2418,-0.06350155174732208,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_5,774,2148,-0.04548715427517891,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_6,612,2033,-0.008635384030640125,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_7,780,1930,-0.04467342421412468,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_8,784,1832,-0.0513264536857605,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_9,795,1461,-0.05830821394920349,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_10,745,2732,-0.010051698423922062,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_11,777,2030,-0.0416223406791687,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_12,597,2835,0.057916317135095596,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_13,625,2916,0.05087614059448242,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_14,693,3052,0.03427361696958542,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_15,537,2655,0.10284270346164703,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_16,695,2056,-0.015148802660405636,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_17,736,2261,-0.03994046151638031,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_18,734,3078,0.03382675349712372,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_19,658,3038,0.055300164967775345,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_20,507,2326,0.0763353556394577,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_21,705,2752,0.004683590028434992,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_22,698,2768,0.005162550136446953,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_23,691,2787,0.002961129415780306,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_24,685,2808,0.004406667780131102,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_25,689,2819,0.013198312371969223,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_26,680,2735,0.011470918543636799,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_27,674,2729,0.011040502227842808,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_28,668,2721,0.010223941877484322,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,0,nose_29,643,2624,0.009216569364070892,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_left_0,596,1738,-0.03594169393181801,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_left_1,565,1748,-0.02430734597146511,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_left_2,520,1489,0.012328575365245342,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_left_3,692,1853,-0.04520120099186897,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_left_4,658,1925,-0.018516818061470985,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_left_5,592,2616,0.030285170301795006,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_left_6,497,2483,0.13392765820026398,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_right_0,900,1866,-0.039837662130594254,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_right_1,932,1893,-0.0292697474360466,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_right_2,988,1638,0.007387777790427208,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_right_3,793,1902,-0.046463578939437866,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_right_4,829,1948,-0.020733745768666267,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_right_5,841,2692,0.027889858931303024,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_right_6,955,2628,0.12969709932804108,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_right_7,778,2517,-0.026726296171545982,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyebrows_right_8,760,2540,-0.024856941774487495,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,chin_0,698,3100,0.050419989973306656,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,chin_1,632,2075,-0.011309206485748291,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,chin_2,651,2064,-0.010167369619011879,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,chin_3,663,2055,-0.008223429322242737,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,chin_4,513,1850,0.01580430194735527,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,chin_5,652,1985,-0.015130400657653809,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,chin_6,633,1956,-0.01710452325642109,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,chin_7,614,1944,-0.016039079055190086,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,cheeks_left_0,568,2385,0.003282892517745495,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,cheeks_left_1,599,2474,0.004482713527977467,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,cheeks_left_2,545,2463,0.019709387794137,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,cheeks_left_3,662,2973,0.027073586359620094,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,cheeks_right_0,882,2484,0.00021482961892616004,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,cheeks_right_1,846,2551,0.0024026588071137667,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,cheeks_right_2,899,2574,0.01608043909072876,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,cheeks_right_3,743,3000,0.025782983750104904,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_0,733,2687,-0.014784291386604309,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_1,720,2549,-0.062179215252399445,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_2,720,2572,-0.026713717728853226,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_3,710,2301,-0.05706441029906273,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_4,722,2488,-0.06934408843517303,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_5,726,2392,-0.06868992000818253,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_6,736,2125,-0.0490182563662529,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_7,573,2011,-0.00013715970271732658,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_8,742,1914,-0.04821228235960007,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_9,745,1816,-0.05532997101545334,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_10,758,1439,-0.06289764493703842,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,mouth_11,731,2704,-0.011333501897752285,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_0,501,1965,0.03447367995977402,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_1,593,2058,-0.007055814377963543,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_2,612,2075,-0.010170676745474339,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_3,638,2699,0.023016009479761124,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_4,493,2322,0.05558367446064949,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_5,655,3070,0.053660016506910324,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_6,594,2954,0.07435784488916397,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_7,566,2880,0.08654370903968811,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_8,751,1631,-0.061362434178590775,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_9,698,3100,0.050419989973306656,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_10,632,2075,-0.011309206485748291,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_11,651,2064,-0.010167369619011879,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_left_12,663,2055,-0.008223429322242737,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_0,883,2085,-0.010694283992052078,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_1,862,2081,-0.013398480601608753,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_2,799,2745,0.021647125482559204,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_3,963,2473,0.049515776336193085,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_4,743,3100,0.05292913317680359,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_5,815,3023,0.07226113975048065,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_6,850,2969,0.08380307257175446,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_7,843,2067,-0.014033359475433826,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_8,825,2049,-0.012500922195613384,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_9,814,2040,-0.010357986204326153,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_10,976,1985,0.009363739751279354,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_11,832,1990,-0.017647823318839073,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,eyes_right_12,854,1976,-0.020086096599698067,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_0,720,2549,-0.062179215252399445,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_1,720,2572,-0.026713717728853226,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_2,710,2301,-0.05706441029906273,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_3,722,2488,-0.06934408843517303,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_4,726,2392,-0.06868992000818253,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_5,736,2125,-0.0490182563662529,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_6,573,2011,-0.00013715970271732658,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_7,742,1914,-0.04821228235960007,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_8,745,1816,-0.05532997101545334,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_9,758,1439,-0.06289764493703842,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_10,731,2704,-0.011333501897752285,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_11,739,2011,-0.04485659673810005,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_12,563,2812,0.06921791285276413,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_13,591,2894,0.05945107713341713,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_14,656,3034,0.037104930728673935,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_15,512,2645,0.12003742903470993,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_16,665,2022,-0.011289944872260094,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_17,695,2237,-0.040886253118515015,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_18,699,3064,0.03422446921467781,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_19,622,3020,0.06188833341002464,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_20,482,2317,0.09471763670444489,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_21,683,2711,0.007483188528567553,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_22,677,2727,0.00781612005084753,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_23,670,2748,0.005628435406833887,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_24,664,2769,0.007410867605358362,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_25,650,2790,0.017145559191703796,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_26,651,2683,0.017907679080963135,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_27,645,2676,0.0179375521838665,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_28,640,2667,0.017319517210125923,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,6,nose_29,600,2583,0.01692555658519268,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_left_0,566,1680,-0.038661517202854156,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_left_1,535,1688,-0.02661287784576416,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_left_2,494,1455,0.008205367252230644,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_left_3,667,1802,-0.04817604646086693,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_left_4,637,1865,-0.021414896473288536,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_left_5,587,2631,0.03341842070221901,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_left_6,489,2459,0.14043129980564117,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_right_0,880,1813,-0.04485686495900154,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_right_1,913,1837,-0.03420227766036987,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_right_2,967,1569,-0.0005767176044173539,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_right_3,774,1863,-0.05045401677489281,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_right_4,810,1906,-0.02486359514296055,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_right_5,832,2684,0.02977391704916954,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_right_6,947,2567,0.13238804042339325,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_right_7,769,2521,-0.026036465540528297,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyebrows_right_8,752,2547,-0.023672422394156456,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,chin_0,701,3084,0.0578402504324913,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,chin_1,616,2026,-0.013193640857934952,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,chin_2,635,2010,-0.01217434462159872,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,chin_3,647,2000,-0.010391021147370338,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,chin_4,491,1780,0.014161424711346626,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,chin_5,632,1923,-0.01781204715371132,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,chin_6,611,1890,-0.0196322463452816,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,chin_7,590,1879,-0.0184214785695076,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,cheeks_left_0,558,2392,0.004887286573648453,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,cheeks_left_1,590,2485,0.006156489253044128,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,cheeks_left_2,537,2470,0.022152557969093323,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,cheeks_left_3,662,2967,0.03306018188595772,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,cheeks_right_0,871,2466,-7.30559549992904e-05,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,cheeks_right_1,835,2541,0.002908784430474043,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,cheeks_right_2,889,2553,0.01641935482621193,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,cheeks_right_3,742,2989,0.03130123391747475,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_0,714,2692,-0.012381020002067089,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_1,711,2567,-0.06168819218873978,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_2,711,2585,-0.025188731029629707,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_3,696,2306,-0.05808078125119209,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_4,711,2506,-0.06936711817979813,0.0
